Line,"Adult/
Larval",Main annotator,Lab,Quality,Sex difference,VNC only,Brain only,DOI to cite,First author(s) & year,Janelia Robot ID,Cell types,EM Body IDs,Alias,Genotype
SS59829,Adult,Kaiyu Wang,Dickson,2,Y,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032206,,,VT043653-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=VT043653-p65.AD}attP40; TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[1]"
SS59833,Adult,Kaiyu Wang,Dickson,1,N,Yes,No,10.1101/2024.01.09.574419,Meissner; 2024,3032210,,,VT040564-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=VT040564-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[1]"
SS59835,Adult,Kaiyu Wang,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032212,,,VT034628-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=VT034628-p65.AD}attP40/CyO; TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[1]"
SS59836,Adult,Kaiyu Wang,Dickson,1,Y,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032213,,,VT027312-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=VT027312-p65.AD}attP40; TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[1]"
SS59841,Adult,Kaiyu Wang,Dickson,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032218,,,VT034258-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=VT034258-p65.AD}attP40; TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[1]"
SS59842,Adult,Kaiyu Wang,Dickson,1,Y,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032219,,,VT020605-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=VT020605-p65.AD}attP40/CyO; TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[1]"
SS59843,Adult,Kaiyu Wang,Dickson,1,Y,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032220,,,VT023795-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=VT023795-p65.AD}attP40/CyO; TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[1]"
SS59844,Adult,Kaiyu Wang,Dickson,1,Y,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032221,,,VT045670-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=VT045670-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[1]"
SS59845,Adult,Kaiyu Wang,Dickson,1,Y,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032222,,,VT026011-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=VT026011-p65.AD}attP40; TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[1]"
SS59847,Adult,Kaiyu Wang,Dickson,1,Y,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032224,,,VT031562-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=VT031562-p65.AD}attP40; TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[1]"
SS59850,Adult,Kaiyu Wang,Dickson,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032227,,,VT041041-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=VT041041-p65.AD}attP40; TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[1]"
SS59852,Adult,Kaiyu Wang,Dickson,1,Y,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032229,,,VT040574-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=VT040574-p65.AD}attP40; TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[1]"
SS59862,Adult,Kaiyu Wang,Dickson,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032239,,,VT019906-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=VT019906-p65.AD}attP40/CyO; TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[1]"
SS59869,Adult,Kaiyu Wang,Dickson,1,N,Yes,No,10.1101/2024.01.09.574419,Meissner; 2024,3032246,,,VT019723-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=VT019723-p65.AD}attP40; TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[1]"
SS59871,Adult,Kaiyu Wang,Dickson,2,Y,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032248,,,VT007358-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=VT007358-p65.AD}attP40; TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[1]"
SS59872,Adult,Kaiyu Wang,Dickson,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032249,,,VT045661-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=VT045661-p65.AD}attP40; TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[1]"
SS59874,Adult,Kaiyu Wang,Dickson,2,Y,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032251,WN_LN_mixed,,VT065320-x-BJD_dsx,w; VT065320-p65ADZp in attP40/CyOTb; dsx-ZpGdbd/TM6B
SS59876,Adult,Kaiyu Wang,Dickson,1,Y,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032253,,,VT008288-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=VT008288-p65.AD}attP40; TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[1]"
SS59879,Adult,Kaiyu Wang,Dickson,1,Y,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032256,,,VT016854-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=VT016854-p65.AD}attP40/CyO; TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[1]"
SS59880,Adult,Kaiyu Wang,Dickson,1,N,No,Yes,10.1101/2024.01.09.574419,Meissner; 2024,3032257,,,VT025981-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=VT025981-p65.AD}attP40/CyO; TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[1]"
SS59881,Adult,Kaiyu Wang,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032258,,,VT044959-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=VT044959-p65.AD}attP40; TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[1]"
SS59882,Adult,Kaiyu Wang,Dickson,1,Y,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032259,,,VT025966-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=VT025966-p65.AD}attP40; TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[+]"
SS59887,Adult,Kaiyu Wang,Dickson,1,Y,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032264,,,GMR_71G01-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=R71G01-p65.AD}attP40; TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[1]"
SS59903,Adult,Kaiyu Wang,Dickson,2,Y,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032280,WN_LN_mixed,,VT043168-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=VT043168-p65.AD}attP2 TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[1]"
SS59970,Adult,DI,DI,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032842,WN-IN (symmetric),,VT013612-x-VT027316,w[1118]; P{y[+t7.7] w[+mC]=VT013612-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT027316-GAL4.DBD}attP2
SS59972,Adult,DI,DI,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032854,WN-IN (symmetric),,VT013612-x-GMR_25C01,w[1118]; P{y[+t7.7] w[+mC]=VT013612-p65.AD}attP40; P{y[+t7.7] w[+mC]=R25C01-GAL4.DBD}attP2
SS59978,Adult,DI,DI,1,N,Yes,No,10.1101/2024.01.09.574419,Meissner; 2024,3032831,WN-IN,,VT031084-x-VT031567,w[1118]; P{y[+t7.7] w[+mC]=VT031084-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT031567-GAL4.DBD}attP2
SS60041,Adult,DI,DI,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032838,WN-IN (symmetric),,GMR_TDC2-x-VT013612,"w[1118]; P{y[+t7.7] w[+mC]=Tdc2-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT013612-GAL4.DBD}attP2/TM6B, Tb[1]"
SS60195,Adult,Kaiyu Wang,Dickson,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032508,vlpr_LN,,VT039478-x-VT003238,"w[1118]; P{y[+t7.7] w[+mC]=VT039478-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=VT003238-GAL4.DBD}attP2/TM6B, Tb[1]"
SS60203,Adult,Kaiyu Wang,Dickson,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032516,WN_AN,,VT038448-x-VT008424,w[1118]; P{y[+t7.7] w[+mC]=VT038448-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT008424-GAL4.DBD}attP2
SS60209,Adult,Kaiyu Wang,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032522,WN_LN_mixed,,VT043653-x-VT013618,"w[1118]; P{y[+t7.7] w[+mC]=VT043653-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT013618-GAL4.DBD}attP2/TM6B, Tb[1]"
SS60214,Adult,Kaiyu Wang,Dickson,1,Y,Yes,No,10.1101/2024.01.09.574419,Meissner; 2024,3032528,WN_LN_mixed,,VT019728-x-GMR_28B05,w[1118]; P{y[+t7.7] w[+mC]=VT019728-p65.AD}attP40; P{y[+t7.7] w[+mC]=R28B05-GAL4.DBD}attP2
SS60215,Adult,Kaiyu Wang,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032529,WN_LN_mixed,,VT058688-x-VT057137,"w[1118]; P{y[+t7.7] w[+mC]=VT058688-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT057137-GAL4.DBD}attP2/TM6B, Tb[1]"
SS60216,Adult,Kaiyu Wang,Dickson,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032530,VNC_SN,,VT058688-x-GMR_31H10,w[1118]; P{y[+t7.7] w[+mC]=VT058688-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=R31H10-GAL4.DBD}attP2
SS60227,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034202,,,VT037863-x-VT012596,w[1118]; P{y[+t7.7] w[+mC]=VT037863-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT012596-GAL4.DBD}attP2
SS60231,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034178,"LUL149, LUL171, LUL172, LUL173",,VT006555-x-VT047169,w[1118]; P{y[+t7.7] w[+mC]=VT006555-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT047169-GAL4.DBD}attP2
SS60237,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034164,LBL59,,VT019717-x-VT039523,w[1118]; P{y[+t7.7] w[+mC]=VT019717-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT039523-GAL4.DBD}attP2
SS60240,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034248,"LUL129, LUL171, LUL173",,VT007752-x-VT019023,w[1118]; P{y[+t7.7] w[+mC]=VT007752-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT019023-GAL4.DBD}attP2
SS60258,Adult,Ryo Minegishi,Dickson,3,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034203,,,VT039518-x-VT038205,w[1118]; P{y[+t7.7] w[+mC]=VT039518-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT038205-GAL4.DBD}attP2
SS60305,Adult,Tanya Wolff,Rubin,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034432,"FB4O, FB4Q",,VT044958-x-VT044959,w[1118]; P{y[+t7.7] w[+mC]=VT044959-GAL4.DBD}attP2 PBac{y[+mDint2] w[+mC]=VT044958-p65.AD}VK00005
SS60363,Adult,Tanya Wolff,Rubin,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034549,"hDeltaL, hDelta",,GMR_30G06-x-GMR_54G07,"w[1118]; P{y[+t7.7] w[+mC]=R30G06-p65.AD}attP40; P{y[+t7.7] w[+mC]=R54G07-GAL4.DBD}attP2/TM6B, Tb[1]"
SS60483,Adult,Tanya Wolff,Rubin,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034447,"hDeltaH, FR2?",,GMR_91A01-x-VT063731,w[1118]; P{y[+t7.7] w[+mC]=VT063731-GAL4.DBD}attP2 PBac{y[+mDint2] w[+mC]=R91A01-p65.AD}VK00027
SS60590,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034221,LBL14,,VT027104-x-VT019730,w[1118]; P{y[+t7.7] w[+mC]=VT027104-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT019730-GAL4.DBD}attP2
SS60600,Adult,Ryo Minegishi,Dickson,4,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034161,LBI24,,VT004958-x-VT034810,"w[1118]; P{y[+t7.7] w[+mC]=VT004958-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT034810-GAL4.DBD}attP2/TM6B, Tb[1]"
SS60605,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034245,LBL40,,VT006480-x-VT029570,w[1118]; P{y[+t7.7] w[+mC]=VT006480-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT029570-GAL4.DBD}attP2
SS60607,Adult,Ryo Minegishi,Dickson,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034209,LUL148,,VT016795-x-VT048843,w[1118]; P{y[+t7.7] w[+mC]=VT016795-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT048843-GAL4.DBD}attP2
SS60618,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034222,,,VT027104-x-VT042810,w[1118]; P{y[+t7.7] w[+mC]=VT027104-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT042810-GAL4.DBD}attP2
SS60624,Adult,Ryo Minegishi,Dickson,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034236,LUL148,,VT026771-x-VT016795,w[1118]; P{y[+t7.7] w[+mC]=VT026771-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT016795-GAL4.DBD}attP2
SS60702,Adult,Gerry Rubin,Rubin,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3032860,hDeltaM,,GMR_72G03-x-VT032768,w[1118]; P{y[+t7.7] w[+mC]=R72G03-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT032768-GAL4.DBD}attP2
SS61022,Adult,Ryo Minegishi,Dickson,4,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034166,"LBA75, LBA76",,VT045661-x-VT013975,w[1118]; P{y[+t7.7] w[+mC]=VT045661-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT013975-GAL4.DBD}attP2
SS61036,Adult,Ryo Minegishi,Dickson,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034257,"LBI58, LBL52",,GMR_14H09-x-VT058919,w[1118]; P{y[+t7.7] w[+mC]=R14H09-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT058919-GAL4.DBD}attP2
SS61045,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034186,,,VT056360-x-VT004308,w[1118]; P{y[+t7.7] w[+mC]=VT056360-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT004308-GAL4.DBD}attP2
SS61051,Adult,Ryo Minegishi,Dickson,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034188,LBA76,,VT013975-x-VT014340,w[1118]; P{y[+t7.7] w[+mC]=VT013975-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT014340-GAL4.DBD}attP2
SS61325,Adult,Kaiyu Wang,Dickson,1,N,Yes,No,10.1101/2024.01.09.574419,Meissner; 2024,3034143,VNC_LN,,VT025968-x-VT061369,w[1118]; P{y[+t7.7] w[+mC]=VT025968-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT061369-GAL4.DBD}attP2
SS61345,Adult,Kaiyu Wang,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034142,WN_MN,,VT057379-x-VT050663,w[1118]; P{y[+t7.7] w[+mC]=VT057379-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT050663-GAL4.DBD}attP2
SS61350,Adult,Kaiyu Wang,Dickson,1,N,Yes,No,10.1101/2024.01.09.574419,Meissner; 2024,3034155,VNC_MN,,VT057379-x-GMR_20C08,w[1118]; P{y[+t7.7] w[+mC]=VT057379-p65.AD}attP40; P{y[+t7.7] w[+mC]=R20C08-GAL4.DBD}attP2
SS61739,Adult,Kaiyu Wang,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034137,WN_LN_mixed,,VT057137-x-VT008671,w[1118]; P{y[+t7.7] w[+mC]=VT057137-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT008671-GAL4.DBD}attP2
SS61786,Adult,Ryo Minegishi,Dickson,4,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034160,LUA12,,VT002857-x-VT022104,"w[1118]; P{y[+t7.7] w[+mC]=VT002857-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT022104-GAL4.DBD}attP2"
SS61790,Adult,Ryo Minegishi,Dickson,3,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034168,LUL174,,VT048852-x-VT025952,w[1118]; P{y[+t7.7] w[+mC]=VT048852-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT025952-GAL4.DBD}attP2
SS61806,Adult,Kaiyu Wang,Dickson,1,Y,Yes,No,10.1101/2024.01.09.574419,Meissner; 2024,3034150,WN_LN_mixed,,VT057137-x-VT037491,w[1118]; P{y[+t7.7] w[+mC]=VT057137-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT037491-GAL4.DBD}attP2
SS61810,Adult,Kaiyu Wang,Dickson,1,N,Yes,No,10.1101/2024.01.09.574419,Meissner; 2024,3034152,T1_LN,,VT058688-x-VT037491,w[1118]; P{y[+t7.7] w[+mC]=VT058688-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT037491-GAL4.DBD}attP2
SS61813,Adult,Ryo Minegishi,Dickson,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034230,LBA6,,VT008646-x-VT040417,"w[1118]; P{y[+t7.7] w[+mC]=VT008646-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT040417-GAL4.DBD}attP2"
SS61820,Adult,Kaiyu Wang,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034138,WN_LN_mixed,,VT057137-x-VT044492,"w[1118]; P{y[+t7.7] w[+mC]=VT057137-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT044492-GAL4.DBD}attP2/TM6B, Tb[1]"
SS61821,Adult,Kaiyu Wang,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034139,WN_LN_mixed,,VT019728-x-VT044492,"w[1118]; P{y[+t7.7] w[+mC]=VT019728-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT044492-GAL4.DBD}attP2/TM6B, Tb[1]"
SS61829,Adult,Ryo Minegishi,Dickson,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034204,,,VT040417-x-VT044961,"w[1118]; P{y[+t7.7] w[+mC]=VT040417-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT044961-GAL4.DBD}attP2"
SS61836,Adult,Kaiyu Wang,Dickson,1,0,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034141,VNC_LN,,VT044843-x-VT050248,"w[1118]; P{y[+t7.7] w[+mC]=VT044843-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT050248-GAL4.DBD}attP2"
SS61953,Adult,Tanya Wolff,Rubin,1,N,No,Yes,10.1101/2024.01.09.574419,Meissner; 2024,3034723,FB5K,,GMR_68B06-x-VT060202,w[1118]; P{y[+t7.7] w[+mC]=VT060202-GAL4.DBD}attP2 PBac{y[+mDint2] w[+mC]=R68B06-p65.AD}VK00027
SS62120,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3035794,MN,,VT045148-x-VT034804,"w[1118]; P{y[+t7.7] w[+mC]=VT045148-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT034804-GAL4.DBD}attP2"
SS62137,Adult,Ryo Minegishi,Dickson,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3034185,MN,,VT045148-x-VT009849,"w[1118]; P{y[+t7.7] w[+mC]=VT045148-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT009849-GAL4.DBD}attP2"
SS62404,Adult,Jens Goldammer,Rubin,2,N,No,Yes,10.1101/2024.01.09.574419,Meissner; 2024,3039019,LAL162,,VT002026-x-GMR_89A03,w[1118]; P{y[+t7.7] w[+mC]=VT002026-p65.AD}attP40; P{y[+t7.7] w[+mC]=R89A03-GAL4.DBD}attP2
SS62678,Adult,Ryo Minegishi,Dickson,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3035799,MN,,VT063635-x-VT019071,"w[1118]; P{y[+t7.7] w[+mC]=VT063635-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT019071-GAL4.DBD}attP2"
SS62687,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3035806,MN,,VT063635-x-VT043156,"w[1118]; P{y[+t7.7] w[+mC]=VT063635-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT043156-GAL4.DBD}attP2"
SS62706,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3035814,MN,,VT063539-x-VT064565,"w[1118]; P{y[+t7.7] w[+mC]=VT063539-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT064565-GAL4.DBD}attP2"
SS62736,Adult,Jens Goldammer,Rubin,1,N,No,Yes,10.1101/2024.01.09.574419,Meissner; 2024,3039176,PS076,,VT000877-x-VT043075,"w[1118]; P{y[+t7.7] w[+mC]=VT000877-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT043075-GAL4.DBD}attP2/T(2;3)B3, CyO: TM6B, Tb[1]"
SS63264,Adult,DI,DI,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036292,DNg35,,VT026537-x-VT056765,w[1118]; P{y[+t7.7] w[+mC]=VT026537-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT056765-GAL4.DBD}attP2
SS63305,Adult,DI,DI,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036288,DNg35,,VT056765-x-VT026537,"w[1118]; P{y[+t7.7] w[+mC]=VT056765-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT026537-GAL4.DBD}attP2/TM6B, Tb[1]"
SS63678,Adult,DI,DI,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036329,DNg21,,VT057342-x-GMR_18C11,"w[1118]; P{y[+t7.7] w[+mC]=VT057342-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=R18C11-GAL4.DBD}attP2"
SS63720,Adult,DI,DI,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036299,DNg21,,GMR_18C11-x-VT057342,"w[1118]; P{y[+t7.7] w[+mC]=R18C11-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT057342-GAL4.DBD}attP2"
SS63737,Adult,DI,DI,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036291,DNg38,,GMR_32E04-x-VT000816,w[1118]; P{y[+t7.7] w[+mC]=R32E04-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT000816-GAL4.DBD}attP2
SS63845,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3035834,LUL48,,VT008452-x-GMR_76E09,w[1118]; P{y[+t7.7] w[+mC]=VT008452-p65.AD}attP40; P{y[+t7.7] w[+mC]=R76E09-GAL4.DBD}attP2
SS64047,Adult,DI,DI,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036254,DNg45 like new?,,VT045096-x-VT024599,w[1118]; P{y[+t7.7] w[+mC]=VT045096-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT024599-GAL4.DBD}attP2
SS64068,Adult,DI,DI,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036281,DNg33,,GMR_11G09-x-VT008288,w[1118]; P{y[+t7.7] w[+mC]=R11G09-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT008288-GAL4.DBD}attP2
SS64175,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3035803,"LBA10, LUL153",,VT018764-x-VT033647,w[1118]; P{y[+t7.7] w[+mC]=VT018764-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT033647-GAL4.DBD}attP2
SS64184,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3035798,"LUL130, LUL166, LUL175",,VT009674-x-VT007780,w[1118]; P{y[+t7.7] w[+mC]=VT009674-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT007780-GAL4.DBD}attP2
SS64218,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3035804,LBI62,,GMR_19D12-x-VT039478,w[1118]; P{y[+t7.7] w[+mC]=R19D12-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT039478-GAL4.DBD}attP2
