# packages in environment at /ext3/miniforge3/envs/BiaPy_env:
#
# Name                                  Version          Build                               Channel
_openmp_mutex                           4.5              7_kmp_llvm                          conda-forge
[14:27:21.615179] Epoch: [11]  [220/458]  eta: 0:01:48  loss: 0.2897 (0.2697)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.2870 (0.2342)  L1 (Dn channel): 0.2339 (0.2453)  lr: 0.000988  iter-time: 0.4410
[14:27:26.019653] Epoch: [11]  [230/458]  eta: 0:01:44  loss: 0.2480 (0.2710)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.2946 (0.2362)  L1 (Dn channel): 0.2324 (0.2448)  lr: 0.000987  iter-time: 0.4408
[14:27:30.418571] Epoch: [11]  [240/458]  eta: 0:01:39  loss: 0.2299 (0.2690)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.2667 (0.2373)  L1 (Dn channel): 0.2347 (0.2445)  lr: 0.000987  iter-time: 0.4401
[14:27:34.839854] Epoch: [11]  [250/458]  eta: 0:01:34  loss: 0.2540 (0.2716)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.2546 (0.2380)  L1 (Dn channel): 0.2415 (0.2445)  lr: 0.000987  iter-time: 0.4409
[14:27:39.258545] Epoch: [11]  [260/458]  eta: 0:01:30  loss: 0.3026 (0.2730)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2566 (0.2391)  L1 (Dn channel): 0.2524 (0.2450)  lr: 0.000986  iter-time: 0.4419
[14:27:43.673661] Epoch: [11]  [270/458]  eta: 0:01:25  loss: 0.2535 (0.2723)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2670 (0.2402)  L1 (Dn channel): 0.2522 (0.2452)  lr: 0.000986  iter-time: 0.4416
[14:27:48.075040] Epoch: [11]  [280/458]  eta: 0:01:20  loss: 0.1997 (0.2697)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2682 (0.2412)  L1 (Dn channel): 0.2471 (0.2452)  lr: 0.000985  iter-time: 0.4407
[14:27:52.477985] Epoch: [11]  [290/458]  eta: 0:01:16  loss: 0.1637 (0.2700)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.2538 (0.2417)  L1 (Dn channel): 0.2494 (0.2454)  lr: 0.000985  iter-time: 0.4401
[14:27:56.876802] Epoch: [11]  [300/458]  eta: 0:01:11  loss: 0.2482 (0.2703)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.2781 (0.2440)  L1 (Dn channel): 0.2591 (0.2466)  lr: 0.000985  iter-time: 0.4400
[14:28:01.293322] Epoch: [11]  [310/458]  eta: 0:01:06  loss: 0.2282 (0.2695)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.3149 (0.2461)  L1 (Dn channel): 0.2961 (0.2486)  lr: 0.000984  iter-time: 0.4407
[14:28:05.727054] Epoch: [11]  [320/458]  eta: 0:01:02  loss: 0.2271 (0.2711)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2594 (0.2461)  L1 (Dn channel): 0.2951 (0.2498)  lr: 0.000984  iter-time: 0.4424
[14:28:10.142156] Epoch: [11]  [330/458]  eta: 0:00:57  loss: 0.2175 (0.2698)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2398 (0.2459)  L1 (Dn channel): 0.2747 (0.2499)  lr: 0.000983  iter-time: 0.4423
[14:28:14.563059] Epoch: [11]  [340/458]  eta: 0:00:53  loss: 0.2258 (0.2713)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2205 (0.2449)  L1 (Dn channel): 0.2449 (0.2497)  lr: 0.000983  iter-time: 0.4417
[14:28:18.968062] Epoch: [11]  [350/458]  eta: 0:00:48  loss: 0.2368 (0.2705)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2105 (0.2440)  L1 (Dn channel): 0.2427 (0.2495)  lr: 0.000983  iter-time: 0.4412
[14:28:23.386650] Epoch: [11]  [360/458]  eta: 0:00:44  loss: 0.1990 (0.2689)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2426 (0.2446)  L1 (Dn channel): 0.2409 (0.2492)  lr: 0.000982  iter-time: 0.4411
[14:28:27.801894] Epoch: [11]  [370/458]  eta: 0:00:39  loss: 0.1942 (0.2683)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2496 (0.2440)  L1 (Dn channel): 0.2307 (0.2486)  lr: 0.000982  iter-time: 0.4416
[14:28:32.203305] Epoch: [11]  [380/458]  eta: 0:00:35  loss: 0.2132 (0.2675)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2178 (0.2432)  L1 (Dn channel): 0.2215 (0.2478)  lr: 0.000981  iter-time: 0.4407
[14:28:36.604118] Epoch: [11]  [390/458]  eta: 0:00:30  loss: 0.2132 (0.2657)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2165 (0.2424)  L1 (Dn channel): 0.2229 (0.2473)  lr: 0.000981  iter-time: 0.4400
[14:28:41.002304] Epoch: [11]  [400/458]  eta: 0:00:26  loss: 0.2139 (0.2656)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.1982 (0.2413)  L1 (Dn channel): 0.2300 (0.2469)  lr: 0.000980  iter-time: 0.4399
[14:28:45.404665] Epoch: [11]  [410/458]  eta: 0:00:21  loss: 0.2609 (0.2662)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.2109 (0.2417)  L1 (Dn channel): 0.2354 (0.2468)  lr: 0.000980  iter-time: 0.4399
[14:28:49.805517] Epoch: [11]  [420/458]  eta: 0:00:17  loss: 0.2378 (0.2650)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2481 (0.2420)  L1 (Dn channel): 0.2517 (0.2473)  lr: 0.000979  iter-time: 0.4401
[14:28:54.200277] Epoch: [11]  [430/458]  eta: 0:00:12  loss: 0.2462 (0.2655)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2069 (0.2409)  L1 (Dn channel): 0.2616 (0.2474)  lr: 0.000979  iter-time: 0.4397
[14:28:58.628337] Epoch: [11]  [440/458]  eta: 0:00:08  loss: 0.2535 (0.2656)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.1875 (0.2396)  L1 (Dn channel): 0.2381 (0.2471)  lr: 0.000979  iter-time: 0.4410
[14:29:03.049159] Epoch: [11]  [450/458]  eta: 0:00:03  loss: 0.2169 (0.2664)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.1781 (0.2382)  L1 (Dn channel): 0.2359 (0.2469)  lr: 0.000978  iter-time: 0.4424
[14:29:05.886760] Epoch: [11]  [457/458]  eta: 0:00:00  loss: 0.1951 (0.2650)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.1774 (0.2374)  L1 (Dn channel): 0.2420 (0.2469)  lr: 0.000978  iter-time: 0.4290
[14:29:06.179317] Epoch: [11] Total time: 0:03:25 (0.4490 s / it)
[14:29:06.179374] [Train] averaged stats: loss: 0.1951 (0.2650)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.1774 (0.2374)  L1 (Dn channel): 0.2420 (0.2469)  lr: 0.000978
[14:29:08.139549] Epoch: [11]  [ 0/52]  eta: 0:01:41  loss: 0.0033 (0.0033)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.1812 (0.1812)  L1 (Dn channel): 0.3427 (0.3427)  iter-time: 1.9589
[14:29:09.731604] Epoch: [11]  [10/52]  eta: 0:00:13  loss: 0.1358 (0.1554)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2002 (0.2094)  L1 (Dn channel): 0.2964 (0.2916)  iter-time: 0.3228
[14:29:11.355940] Epoch: [11]  [20/52]  eta: 0:00:07  loss: 0.2907 (0.2453)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2324 (0.2246)  L1 (Dn channel): 0.2312 (0.2530)  iter-time: 0.1608
[14:29:12.960617] Epoch: [11]  [30/52]  eta: 0:00:04  loss: 0.2857 (0.2024)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2238 (0.2155)  L1 (Dn channel): 0.2429 (0.2743)  iter-time: 0.1614
[14:29:14.566766] Epoch: [11]  [40/52]  eta: 0:00:02  loss: 0.2029 (0.2515)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.1890 (0.2118)  L1 (Dn channel): 0.2689 (0.2640)  iter-time: 0.1605
[14:29:16.152311] Epoch: [11]  [50/52]  eta: 0:00:00  loss: 0.3579 (0.2572)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2067 (0.2096)  L1 (Dn channel): 0.2302 (0.2662)  iter-time: 0.1595
[14:29:16.243444] Epoch: [11]  [51/52]  eta: 0:00:00  loss: 0.3005 (0.2523)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2067 (0.2091)  L1 (Dn channel): 0.2302 (0.2676)  iter-time: 0.1563
[14:29:16.533243] Epoch: [11] Total time: 0:00:10 (0.1991 s / it)
[14:29:16.533269] [Val] averaged stats: loss: 0.3005 (0.2523)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2067 (0.2091)  L1 (Dn channel): 0.2302 (0.2676)
[14:29:16.534244] [Val] best loss: 0.2491 best  IoU (F channel): 0.0000 IoU (C channel): 0.0000 L1 (Db channel): 0.3854 L1 (Dn channel): 0.3363 
EarlyStopping counter: 2 out of 10
[14:29:16.545027] [Time] 3.6m 41.0m/1.9h

[14:29:16.545039] ~~~ Epoch 12/30 ~~~

[14:29:19.955330] Epoch: [12]  [  0/458]  eta: 0:26:01  loss: 0.1817 (0.1817)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.1894 (0.1894)  L1 (Dn channel): 0.2508 (0.2508)  lr: 0.000978  iter-time: 3.4088
[14:29:24.367612] Epoch: [12]  [ 10/458]  eta: 0:05:18  loss: 0.2085 (0.2238)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2008 (0.1984)  L1 (Dn channel): 0.2529 (0.2534)  lr: 0.000977  iter-time: 0.7109
[14:29:28.768286] Epoch: [12]  [ 20/458]  eta: 0:04:14  loss: 0.2085 (0.2190)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.1985 (0.1989)  L1 (Dn channel): 0.2541 (0.2544)  lr: 0.000977  iter-time: 0.4405
[14:29:33.184247] Epoch: [12]  [ 30/458]  eta: 0:03:49  loss: 0.2238 (0.2438)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.1903 (0.1942)  L1 (Dn channel): 0.2533 (0.2525)  lr: 0.000976  iter-time: 0.4408
[14:29:37.604160] Epoch: [12]  [ 40/458]  eta: 0:03:34  loss: 0.2287 (0.2460)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.1863 (0.1938)  L1 (Dn channel): 0.2452 (0.2496)  lr: 0.000976  iter-time: 0.4417
[14:29:42.040151] Epoch: [12]  [ 50/458]  eta: 0:03:23  loss: 0.2068 (0.2523)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2140 (0.2107)  L1 (Dn channel): 0.2451 (0.2488)  lr: 0.000975  iter-time: 0.4427
[14:29:46.442278] Epoch: [12]  [ 60/458]  eta: 0:03:15  loss: 0.2253 (0.2541)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2901 (0.2264)  L1 (Dn channel): 0.2492 (0.2509)  lr: 0.000975  iter-time: 0.4418
[14:29:50.843945] Epoch: [12]  [ 70/458]  eta: 0:03:07  loss: 0.2253 (0.2511)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2937 (0.2356)  L1 (Dn channel): 0.2701 (0.2549)  lr: 0.000974  iter-time: 0.4401
[14:29:55.260371] Epoch: [12]  [ 80/458]  eta: 0:03:00  loss: 0.2227 (0.2533)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2688 (0.2388)  L1 (Dn channel): 0.2714 (0.2565)  lr: 0.000974  iter-time: 0.4408
[14:29:59.667388] Epoch: [12]  [ 90/458]  eta: 0:02:54  loss: 0.2227 (0.2516)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2391 (0.2370)  L1 (Dn channel): 0.2553 (0.2553)  lr: 0.000973  iter-time: 0.4411
[14:30:04.077306] Epoch: [12]  [100/458]  eta: 0:02:48  loss: 0.1883 (0.2465)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2159 (0.2347)  L1 (Dn channel): 0.2374 (0.2532)  lr: 0.000973  iter-time: 0.4408
[14:30:08.488087] Epoch: [12]  [110/458]  eta: 0:02:42  loss: 0.1675 (0.2426)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2123 (0.2324)  L1 (Dn channel): 0.2345 (0.2518)  lr: 0.000972  iter-time: 0.4410
[14:30:12.894739] Epoch: [12]  [120/458]  eta: 0:02:37  loss: 0.2007 (0.2448)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2106 (0.2308)  L1 (Dn channel): 0.2399 (0.2515)  lr: 0.000972  iter-time: 0.4408
[14:30:17.302020] Epoch: [12]  [130/458]  eta: 0:02:32  loss: 0.2482 (0.2458)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2149 (0.2305)  L1 (Dn channel): 0.2519 (0.2520)  lr: 0.000971  iter-time: 0.4406
[14:30:21.738088] Epoch: [12]  [140/458]  eta: 0:02:26  loss: 0.2596 (0.2483)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2190 (0.2296)  L1 (Dn channel): 0.2531 (0.2519)  lr: 0.000970  iter-time: 0.4420
[14:30:26.180490] Epoch: [12]  [150/458]  eta: 0:02:22  loss: 0.2564 (0.2504)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2172 (0.2286)  L1 (Dn channel): 0.2485 (0.2517)  lr: 0.000970  iter-time: 0.4438
[14:30:30.604940] Epoch: [12]  [160/458]  eta: 0:02:17  loss: 0.2614 (0.2557)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2297 (0.2297)  L1 (Dn channel): 0.2528 (0.2522)  lr: 0.000969  iter-time: 0.4432
[14:30:35.021501] Epoch: [12]  [170/458]  eta: 0:02:12  loss: 0.2945 (0.2577)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.2312 (0.2295)  L1 (Dn channel): 0.2597 (0.2528)  lr: 0.000969  iter-time: 0.4419
[14:30:39.431875] Epoch: [12]  [180/458]  eta: 0:02:07  loss: 0.2574 (0.2598)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.2326 (0.2300)  L1 (Dn channel): 0.2597 (0.2532)  lr: 0.000968  iter-time: 0.4412
[14:30:43.851468] Epoch: [12]  [190/458]  eta: 0:02:02  loss: 0.2271 (0.2582)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.2368 (0.2304)  L1 (Dn channel): 0.2630 (0.2543)  lr: 0.000968  iter-time: 0.4414
[14:30:48.263836] Epoch: [12]  [200/458]  eta: 0:01:57  loss: 0.2238 (0.2578)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.2383 (0.2306)  L1 (Dn channel): 0.2750 (0.2555)  lr: 0.000967  iter-time: 0.4415
[14:30:52.669702] Epoch: [12]  [210/458]  eta: 0:01:52  loss: 0.2246 (0.2570)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.2132 (0.2295)  L1 (Dn channel): 0.2713 (0.2558)  lr: 0.000966  iter-time: 0.4408
[14:30:57.120582] Epoch: [12]  [220/458]  eta: 0:01:48  loss: 0.2091 (0.2562)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.2103 (0.2286)  L1 (Dn channel): 0.2648 (0.2566)  lr: 0.000966  iter-time: 0.4427
[14:31:01.533019] Epoch: [12]  [230/458]  eta: 0:01:43  loss: 0.2354 (0.2579)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.2127 (0.2280)  L1 (Dn channel): 0.2737 (0.2573)  lr: 0.000965  iter-time: 0.4431
[14:31:05.954763] Epoch: [12]  [240/458]  eta: 0:01:38  loss: 0.2847 (0.2597)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.2235 (0.2296)  L1 (Dn channel): 0.2698 (0.2577)  lr: 0.000965  iter-time: 0.4416
[14:31:10.372756] Epoch: [12]  [250/458]  eta: 0:01:34  loss: 0.2412 (0.2584)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.2626 (0.2320)  L1 (Dn channel): 0.2636 (0.2576)  lr: 0.000964  iter-time: 0.4419
[14:31:14.785043] Epoch: [12]  [260/458]  eta: 0:01:29  loss: 0.1643 (0.2564)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.2079 (0.2303)  L1 (Dn channel): 0.2033 (0.2551)  lr: 0.000963  iter-time: 0.4415
[14:31:19.188274] Epoch: [12]  [270/458]  eta: 0:01:25  loss: 0.1792 (0.2553)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.1797 (0.2283)  L1 (Dn channel): 0.1807 (0.2522)  lr: 0.000963  iter-time: 0.4407
[14:31:23.603342] Epoch: [12]  [280/458]  eta: 0:01:20  loss: 0.1939 (0.2536)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.1826 (0.2275)  L1 (Dn channel): 0.1811 (0.2507)  lr: 0.000962  iter-time: 0.4408
[14:31:28.007641] Epoch: [12]  [290/458]  eta: 0:01:15  loss: 0.1698 (0.2519)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.2025 (0.2267)  L1 (Dn channel): 0.2128 (0.2495)  lr: 0.000962  iter-time: 0.4409
[14:31:32.436947] Epoch: [12]  [300/458]  eta: 0:01:11  loss: 0.1698 (0.2520)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.1968 (0.2255)  L1 (Dn channel): 0.2133 (0.2483)  lr: 0.000961  iter-time: 0.4416
[14:31:36.834995] Epoch: [12]  [310/458]  eta: 0:01:06  loss: 0.2118 (0.2521)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.1856 (0.2242)  L1 (Dn channel): 0.2218 (0.2477)  lr: 0.000960  iter-time: 0.4413
[14:31:41.276051] Epoch: [12]  [320/458]  eta: 0:01:02  loss: 0.2243 (0.2528)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.1893 (0.2233)  L1 (Dn channel): 0.2291 (0.2472)  lr: 0.000960  iter-time: 0.4419
[14:31:45.704236] Epoch: [12]  [330/458]  eta: 0:00:57  loss: 0.2652 (0.2554)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.2016 (0.2229)  L1 (Dn channel): 0.2310 (0.2468)  lr: 0.000959  iter-time: 0.4434
[14:31:50.120267] Epoch: [12]  [340/458]  eta: 0:00:53  loss: 0.2754 (0.2548)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.2197 (0.2234)  L1 (Dn channel): 0.2334 (0.2464)  lr: 0.000958  iter-time: 0.4421
[14:31:54.552367] Epoch: [12]  [350/458]  eta: 0:00:48  loss: 0.2078 (0.2546)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.2437 (0.2238)  L1 (Dn channel): 0.2456 (0.2464)  lr: 0.000958  iter-time: 0.4423
[14:31:58.957205] Epoch: [12]  [360/458]  eta: 0:00:44  loss: 0.1988 (0.2534)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.2037 (0.2228)  L1 (Dn channel): 0.2358 (0.2459)  lr: 0.000957  iter-time: 0.4417
[14:32:03.367035] Epoch: [12]  [370/458]  eta: 0:00:39  loss: 0.1988 (0.2545)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.1776 (0.2214)  L1 (Dn channel): 0.2099 (0.2447)  lr: 0.000956  iter-time: 0.4406
[14:32:07.809526] Epoch: [12]  [380/458]  eta: 0:00:35  loss: 0.2131 (0.2540)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0001)  L1 (Db channel): 0.1776 (0.2205)  L1 (Dn channel): 0.2007 (0.2436)  lr: 0.000956  iter-time: 0.4425
[14:32:12.211101] Epoch: [12]  [390/458]  eta: 0:00:30  loss: 0.2103 (0.2534)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.1846 (0.2199)  L1 (Dn channel): 0.2007 (0.2425)  lr: 0.000955  iter-time: 0.4421
[14:32:16.614571] Epoch: [12]  [400/458]  eta: 0:00:26  loss: 0.2214 (0.2540)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.1820 (0.2189)  L1 (Dn channel): 0.1968 (0.2413)  lr: 0.000954  iter-time: 0.4402
[14:32:21.016327] Epoch: [12]  [410/458]  eta: 0:00:21  loss: 0.2329 (0.2536)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.1791 (0.2182)  L1 (Dn channel): 0.1983 (0.2403)  lr: 0.000954  iter-time: 0.4402
[14:32:25.414858] Epoch: [12]  [420/458]  eta: 0:00:17  loss: 0.2005 (0.2524)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2020 (0.2182)  L1 (Dn channel): 0.2067 (0.2396)  lr: 0.000953  iter-time: 0.4399
[14:32:29.832532] Epoch: [12]  [430/458]  eta: 0:00:12  loss: 0.1953 (0.2521)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2170 (0.2182)  L1 (Dn channel): 0.2124 (0.2391)  lr: 0.000952  iter-time: 0.4407
[14:32:34.269638] Epoch: [12]  [440/458]  eta: 0:00:08  loss: 0.2158 (0.2517)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2237 (0.2184)  L1 (Dn channel): 0.2140 (0.2385)  lr: 0.000952  iter-time: 0.4426
[14:32:38.670099] Epoch: [12]  [450/458]  eta: 0:00:03  loss: 0.2448 (0.2543)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2253 (0.2186)  L1 (Dn channel): 0.2181 (0.2382)  lr: 0.000951  iter-time: 0.4418
[14:32:41.505925] Epoch: [12]  [457/458]  eta: 0:00:00  loss: 0.3614 (0.2548)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2178 (0.2183)  L1 (Dn channel): 0.2171 (0.2376)  lr: 0.000950  iter-time: 0.4285
[14:32:41.794204] Epoch: [12] Total time: 0:03:25 (0.4481 s / it)
[14:32:41.794266] [Train] averaged stats: loss: 0.3614 (0.2548)  IoU (F channel): 0.0000 (0.0001)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2178 (0.2183)  L1 (Dn channel): 0.2171 (0.2376)  lr: 0.000950
[14:32:43.687966] Epoch: [12]  [ 0/52]  eta: 0:01:38  loss: 0.0018 (0.0018)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.1384 (0.1384)  L1 (Dn channel): 0.2310 (0.2310)  iter-time: 1.8925
[14:32:45.416647] Epoch: [12]  [10/52]  eta: 0:00:13  loss: 0.1460 (0.1353)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.1755 (0.1822)  L1 (Dn channel): 0.2310 (0.2349)  iter-time: 0.3292
[14:32:47.069571] Epoch: [12]  [20/52]  eta: 0:00:08  loss: 0.2618 (0.2236)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2227 (0.2101)  L1 (Dn channel): 0.2273 (0.2286)  iter-time: 0.1690
[14:32:48.721529] Epoch: [12]  [30/52]  eta: 0:00:04  loss: 0.2795 (0.1925)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2187 (0.1978)  L1 (Dn channel): 0.2182 (0.2235)  iter-time: 0.1652
[14:32:50.383066] Epoch: [12]  [40/52]  eta: 0:00:02  loss: 0.2394 (0.2371)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.1885 (0.1979)  L1 (Dn channel): 0.1894 (0.2109)  iter-time: 0.1656
